resume_text,job_description,match_score,match_label
"Innovative Site Reliability Engineer with 11 years of professional experience specialising in Linux, CI/CD, Python, SLO/SLA, Go and PagerDuty, Grafana, Prometheus, Kubernetes, Terraform. Holds a M.S. in Data Science from Columbia University. Previously contributed at ThoughtWorks for 9 years and Paytm for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Kubernetes Administrator (CKA). Fine-tuned BERT model reducing customer support ticket volume by 30%. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Backend Developer to help scale our platform. Candidates must demonstrate 11+ years of hands-on experience with Kubernetes, Spring Boot, Docker, REST, PostgreSQL, JUnit, Kafka, Java. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Background in event-driven architecture and message brokers is highly valued. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.42","low"
"Dedicated Business Intelligence Developer with 4 years of professional experience specialising in Tableau, SQL, Power BI, DAX, Python and Snowflake, SSRS, Data Warehousing, Looker, ETL. Holds a B.Tech in ECE from IIT Bombay. Previously contributed at Zomato for 2 years and Persistent Systems for 2 years, delivering production-grade systems in collaborative agile environments. Reduced mean time to recovery (MTTR) from 4 hours to 22 minutes using automated runbooks. Improved database query performance by 60% via composite indexing and query rewriting. Designed multi-region AWS architecture supporting 2M+ daily active users. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Data Scientist to strengthen our engineering organisation. You will bring 5+ years working with Jupyter, TensorFlow, NLP, Scikit-learn, SQL, Machine Learning, Python, Pandas. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Willingness to participate in on-call rotations and incident response is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.22","low"
"Versatile Embedded Systems Engineer with 13 years of professional experience specialising in Linux Kernel, RTOS, I2C, C++, C and Debugging, SPI, Firmware, CAN Bus, Assembly. Holds a B.S. in Computer Science from UCLA. Previously contributed at Razorpay for 11 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Developed Spark ETL pipeline processing 10TB of event data daily with 99.9% uptime. Built real-time fraud detection model achieving 94% precision. Reduced deployment time by 40% through CI/CD automation. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Frontend Developer. The successful candidate will have 12+ years of experience with TypeScript, Redux, React, Node.js, GraphQL, JavaScript, Webpack, Figma. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Active open-source contributions or a public GitHub portfolio are a strong plus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.04","low"
"Proactive Blockchain Developer with 6 years of professional experience specialising in Solidity, Rust, Layer2, Web3.js, Hardhat and Ethereum, IPFS, Truffle, Smart Contracts, DeFi. Holds a M.S. in Information Systems from Carnegie Mellon University. Previously contributed at Flipkart for 4 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Red Hat Certified Engineer (RHCE), Certified Kubernetes Administrator (CKA). Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Consolidated five legacy Oracle databases into a unified PostgreSQL cluster. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Blockchain Developer to join a high-growth company. We require 4+ years of expertise across Truffle, Rust, Solidity, Hardhat, Smart Contracts, Web3.js, DeFi, IPFS. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Willingness to participate in on-call rotations and incident response is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.98","high"
"Skilled SAP Consultant with 13 years of professional experience specialising in MM, S/4HANA, SAP HANA, FI/CO, IDocs and ABAP, SD, SAP ERP, Basis, Integration. Holds a B.Tech in CSE from BITS Pilani. Previously contributed at Deloitte for 11 years and Swiggy for 2 years, delivering production-grade systems in collaborative agile environments. Designed multi-region AWS architecture supporting 2M+ daily active users. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a SAP Consultant to help scale our platform. Candidates must demonstrate 11+ years of hands-on experience with Integration, ABAP, FI/CO, S/4HANA, IDocs, SAP ERP, SAP HANA, Basis. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.64","medium"
"Highly motivated Software Engineer with 7 years of professional experience specialising in Agile, Linux, Docker, Microservices, Java and CI/CD, Git, SQL, Python, REST APIs. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at Capgemini for 5 years and Wipro for 2 years, delivering production-grade systems in collaborative agile environments. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Designed multi-region AWS architecture supporting 2M+ daily active users. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Software Engineer to strengthen our engineering organisation. You will bring 8+ years working with REST APIs, Microservices, Linux, Python, Agile, CI/CD, Git, Java. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Hands-on experience with observability tooling (Prometheus, Grafana, Datadog) preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.85","high"
"Results-driven Frontend Developer with 8 years of professional experience specialising in Node.js, Figma, HTML5, CSS, TypeScript and GraphQL, JavaScript, React, Redux, Webpack. Holds a M.S. in Computer Science from UT Austin. Previously contributed at Oracle India for 6 years and ThoughtWorks for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Oracle Database 19c Certified Professional, Certified Ethical Hacker (CEH). Reduced deployment time by 40% through CI/CD automation. Improved database query performance by 60% via composite indexing and query rewriting. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Data Engineer. The successful candidate will have 8+ years of experience with Spark, Hadoop, Kafka, ETL, Delta Lake, Python, SQL, Airflow. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience with cloud platforms (AWS/GCP/Azure) is strongly preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.02","low"
"Detail-oriented Backend Developer with 13 years of professional experience specialising in Gradle, Hibernate, REST, Java, Kubernetes and Spring Boot, Docker, Kafka, JUnit, PostgreSQL. Holds a B.E. in Information Technology from VTU Bangalore. Previously contributed at Wipro for 11 years and Microsoft India for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Kubernetes Administrator (CKA), PMP Certified. Increased frontend Lighthouse performance score from 54 to 92 through code-splitting. Developed Spark ETL pipeline processing 10TB of event data daily with 99.9% uptime. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Machine Learning Engineer to join a high-growth company. We require 14+ years of expertise across Python, TensorFlow, Kubernetes, Triton, CI/CD, MLflow, Feature Engineering, Ray. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Exposure to the financial services or healthcare domain is an advantage. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.17","low"
"Experienced DevOps Engineer with 7 years of professional experience specialising in Bash, Linux, AWS, Prometheus, Ansible and Kubernetes, Jenkins, Terraform, Docker, CI/CD. Holds a M.Tech in Software Engineering from NIT Trichy. Previously contributed at Persistent Systems for 5 years and Oracle India for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Microsoft Azure Administrator (AZ-104), Google Professional Cloud Engineer. Led migration of monolithic application to microservices, cutting API latency by 35%. Fine-tuned BERT model reducing customer support ticket volume by 30%. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Cybersecurity Analyst to help scale our platform. Candidates must demonstrate 8+ years of hands-on experience with IDS/IPS, Splunk, OWASP, Python, Incident Response, Firewalls, Vulnerability Assessment, Penetration Testing. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.27","low"
"Passionate Data Engineer with 10 years of professional experience specialising in Airflow, Spark, Delta Lake, AWS Glue, Python and Kafka, ETL, Redshift, Hadoop, SQL. Holds a B.S. in Computer Engineering from Purdue University. Previously contributed at TCS for 8 years and Deloitte for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Microsoft Azure Administrator (AZ-104), Snowflake SnowPro Core Certification. Improved database query performance by 60% via composite indexing and query rewriting. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Data Engineer to strengthen our engineering organisation. You will bring 11+ years working with Hadoop, AWS Glue, Kafka, Python, ETL, SQL, Delta Lake, Redshift. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Exposure to the financial services or healthcare domain is an advantage. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.98","high"
"Innovative Data Scientist with 10 years of professional experience specialising in Python, SQL, Pandas, TensorFlow, Scikit-learn and Jupyter, R, NLP, Machine Learning, Statsmodels. Holds a M.S. in Data Science from Columbia University. Previously contributed at Wipro for 8 years and IBM for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: HashiCorp Terraform Associate, Certified Kubernetes Administrator (CKA). Reduced mean time to recovery (MTTR) from 4 hours to 22 minutes using automated runbooks. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Machine Learning Engineer. The successful candidate will have 9+ years of experience with CI/CD, Ray, MLflow, Triton, Feature Engineering, ONNX, Kubernetes, PyTorch. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.75","medium"
"Dedicated Machine Learning Engineer with 4 years of professional experience specialising in ONNX, TensorFlow, CI/CD, Triton, Feature Engineering and Ray, Kubernetes, PyTorch, MLflow, Python. Holds a B.Tech in ECE from IIT Bombay. Previously contributed at Paytm for 2 years and TCS for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Oracle Database 19c Certified Professional. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Implemented end-to-end AES-256 encryption for a PCI-DSS compliant payment system. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Cloud Architect to join a high-growth company. We require 5+ years of expertise across GCP, Microservices, VPC, IAM, Security, Terraform, Azure, AWS. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Active open-source contributions or a public GitHub portfolio are a strong plus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.63","medium"
"Versatile Cloud Architect with 9 years of professional experience specialising in AWS, VPC, Microservices, Cost Optimization, IAM and Kubernetes, Security, Azure, Terraform, GCP. Holds a B.S. in Computer Science from UCLA. Previously contributed at IBM for 7 years and Flipkart for 2 years, delivering production-grade systems in collaborative agile environments. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Cloud Architect to help scale our platform. Candidates must demonstrate 10+ years of hands-on experience with Cost Optimization, Terraform, GCP, Kubernetes, Security, VPC, IAM, AWS. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Excellent technical documentation and communication skills are expected. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.83","high"
"Proactive Cybersecurity Analyst with 10 years of professional experience specialising in Python, SIEM, Vulnerability Assessment, Splunk, IDS/IPS and Penetration Testing, OWASP, SOC, Firewalls, Incident Response. Holds a M.S. in Information Systems from Carnegie Mellon University. Previously contributed at IBM for 8 years and Oracle India for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Oracle Database 19c Certified Professional. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Fine-tuned BERT model reducing customer support ticket volume by 30%. Increased frontend Lighthouse performance score from 54 to 92 through code-splitting. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Android Developer to strengthen our engineering organisation. You will bring 11+ years working with Kotlin, Firebase, Git, Jetpack Compose, REST APIs, Java, Room, Android SDK. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Strong command of data structures, algorithms, and system design is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.14","low"
"Skilled Network Engineer with 8 years of professional experience specialising in TCP/IP, Network Monitoring, SD-WAN, OSPF, Juniper and VLANs, MPLS, Firewalls, Cisco, BGP. Holds a B.Tech in CSE from BITS Pilani. Previously contributed at TCS for 6 years and LTIMindtree for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH). Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Built real-time fraud detection model achieving 94% precision. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Network Engineer. The successful candidate will have 6+ years of experience with TCP/IP, VLANs, OSPF, MPLS, Firewalls, Cisco, Juniper, SD-WAN. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.7","medium"
"Highly motivated Database Administrator with 9 years of professional experience specialising in PostgreSQL, MongoDB, SQL Server, Partitioning, Backup/Recovery and PL/SQL, Replication, Oracle, MySQL, Performance Tuning. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at Paytm for 7 years and Persistent Systems for 2 years, delivering production-grade systems in collaborative agile environments. Built real-time fraud detection model achieving 94% precision. Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Site Reliability Engineer to join a high-growth company. We require 8+ years of expertise across Terraform, SLO/SLA, Kubernetes, CI/CD, Linux, Grafana, Python, Go. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Knowledge of security best practices and OWASP Top 10 is expected. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.26","low"
"Results-driven QA Engineer with 8 years of professional experience specialising in Postman, Test Automation, REST API Testing, TestNG, JIRA and Python, Selenium, Agile, Cucumber, CI/CD. Holds a M.S. in Computer Science from UT Austin. Previously contributed at Persistent Systems for 6 years and Freshworks for 2 years, delivering production-grade systems in collaborative agile environments. Implemented end-to-end AES-256 encryption for a PCI-DSS compliant payment system. Architected multi-cloud disaster recovery solution achieving RPO of 15 minutes. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Site Reliability Engineer to help scale our platform. Candidates must demonstrate 7+ years of hands-on experience with Go, SLO/SLA, PagerDuty, Terraform, Kubernetes, Python, Prometheus, Grafana. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience in a fast-paced startup or product-led environment is preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.16","low"
"Detail-oriented Full Stack Developer with 13 years of professional experience specialising in TypeScript, MongoDB, GraphQL, Express, AWS and Redis, Docker, Node.js, Nginx, React. Holds a B.E. in Information Technology from VTU Bangalore. Previously contributed at Zomato for 11 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Delivered cross-platform mobile app with 4.7-star rating and 500K+ downloads. Built real-time fraud detection model achieving 94% precision. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Full Stack Developer to strengthen our engineering organisation. You will bring 13+ years working with TypeScript, Nginx, React, AWS, Redis, Express, Node.js, Docker. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Prior experience leading small cross-functional engineering squads is desirable. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.92","high"
"Experienced iOS Developer with 10 years of professional experience specialising in Swift, CoreData, SwiftUI, UIKit, TestFlight and Agile, CocoaPods, REST APIs, Xcode, Git. Holds a M.Tech in Software Engineering from NIT Trichy. Previously contributed at HCL Technologies for 8 years and Flipkart for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Kubernetes Administrator (CKA), HashiCorp Terraform Associate. Consolidated five legacy Oracle databases into a unified PostgreSQL cluster. Delivered blockchain-based supply chain traceability solution for a Fortune 500 client. Comfortable in ambiguous environments and able to deliver under tight deadlines. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a SAP Consultant. The successful candidate will have 8+ years of experience with Basis, FI/CO, ABAP, MM, SD, S/4HANA, SAP HANA, IDocs. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Demonstrated ability to own features end-to-end from design to production. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.43","low"
"Passionate Android Developer with 5 years of professional experience specialising in REST APIs, Java, Room, Kotlin, Dagger and Android SDK, Firebase, Jetpack Compose, Git, MVVM. Holds a B.S. in Computer Engineering from Purdue University. Previously contributed at Amazon Development Centre for 3 years and Tech Mahindra for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: AWS Certified Solutions Architect – Associate, Snowflake SnowPro Core Certification. Designed multi-region AWS architecture supporting 2M+ daily active users. Fine-tuned BERT model reducing customer support ticket volume by 30%. Reduced deployment time by 40% through CI/CD automation. Recognised for bridging the gap between business stakeholders and engineering teams. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned Android Developer to join a high-growth company. We require 3+ years of expertise across Room, REST APIs, Java, Jetpack Compose, Firebase, Git, Kotlin, MVVM. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Active open-source contributions or a public GitHub portfolio are a strong plus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.57","medium"
"Innovative Site Reliability Engineer with 10 years of professional experience specialising in Python, CI/CD, Linux, Go, Grafana and Terraform, Kubernetes, SLO/SLA, PagerDuty, Prometheus. Holds a M.S. in Data Science from Columbia University. Previously contributed at TCS for 8 years and Razorpay for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Snowflake SnowPro Core Certification, Google Professional Cloud Engineer. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Migrated 200TB data warehouse to Snowflake, reducing query costs by 45%. Reduced deployment time by 40% through CI/CD automation. Passionate about developer experience, automation, and reducing toil. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a Blockchain Developer to help scale our platform. Candidates must demonstrate 10+ years of hands-on experience with Layer2, DeFi, Smart Contracts, Hardhat, Solidity, Web3.js, Ethereum, IPFS. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience conducting technical interviews and hiring is a bonus. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.2","low"
"Dedicated Business Intelligence Developer with 9 years of professional experience specialising in Power BI, Looker, SQL, SSRS, Snowflake and Data Warehousing, Python, DAX, ETL, Tableau. Holds a B.Tech in ECE from IIT Bombay. Previously contributed at Infosys for 7 years and Persistent Systems for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Certified Ethical Hacker (CEH), Certified Kubernetes Administrator (CKA). Architected multi-cloud disaster recovery solution achieving RPO of 15 minutes. Deployed Kubernetes cluster across 3 availability zones with auto-healing workloads. Spearheaded zero-downtime blue-green deployment pipeline serving 500K users. Committed to continuous learning and staying current with industry trends. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Software Engineer to strengthen our engineering organisation. You will bring 7+ years working with SQL, REST APIs, Agile, Java, Python, Microservices, CI/CD, Linux. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Willingness to participate in on-call rotations and incident response is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.45","low"
"Versatile Embedded Systems Engineer with 10 years of professional experience specialising in CAN Bus, Debugging, Firmware, Assembly, C++ and I2C, SPI, RTOS, C, Linux Kernel. Holds a B.S. in Computer Science from UCLA. Previously contributed at Infosys for 8 years and Amazon Development Centre for 2 years, delivering production-grade systems in collaborative agile environments. Certifications: Microsoft Azure Administrator (AZ-104), PMP Certified. Built real-time fraud detection model achieving 94% precision. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Adept at translating complex requirements into elegant, maintainable solutions. Proven track record in code reviews, sprint planning, and stakeholder communication.","Join our dynamic product team as a Software Engineer. The successful candidate will have 11+ years of experience with Agile, Linux, Git, REST APIs, Java, Microservices, Docker, CI/CD. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Demonstrated ability to own features end-to-end from design to production. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.31","low"
"Proactive Blockchain Developer with 9 years of professional experience specialising in Web3.js, Truffle, Rust, IPFS, DeFi and Solidity, Ethereum, Layer2, Smart Contracts, Hardhat. Holds a M.S. in Information Systems from Carnegie Mellon University. Previously contributed at Amazon Development Centre for 7 years and Mphasis for 2 years, delivering production-grade systems in collaborative agile environments. Designed multi-region AWS architecture supporting 2M+ daily active users. Reduced deployment time by 40% through CI/CD automation. Known for a collaborative mindset and strong ownership across the full delivery lifecycle. Proven track record in code reviews, sprint planning, and stakeholder communication.","An exciting opportunity exists for a seasoned SAP Consultant to join a high-growth company. We require 7+ years of expertise across Basis, IDocs, Integration, S/4HANA, SAP ERP, SAP HANA, SD, FI/CO. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Strong command of data structures, algorithms, and system design is required. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.56","medium"
"Skilled SAP Consultant with 9 years of professional experience specialising in S/4HANA, SAP HANA, FI/CO, Basis, SD and SAP ERP, Integration, IDocs, MM, ABAP. Holds a B.Tech in CSE from BITS Pilani. Previously contributed at ThoughtWorks for 7 years and Oracle India for 2 years, delivering production-grade systems in collaborative agile environments. Automated regression suite covering 85% code coverage, reducing QA cycle by 50%. Developed Spark ETL pipeline processing 10TB of event data daily with 99.9% uptime. Driven by impact and consistently praised for technical depth and reliability. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are hiring a SAP Consultant to help scale our platform. Candidates must demonstrate 10+ years of hands-on experience with IDocs, Basis, MM, SD, FI/CO, ABAP, SAP HANA, S/4HANA. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Exposure to the financial services or healthcare domain is an advantage. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.92","high"
"Highly motivated Software Engineer with 9 years of professional experience specialising in SQL, REST APIs, Linux, Agile, Microservices and Docker, Python, Java, CI/CD, Git. Holds a B.Tech in Computer Science from IIT Delhi. Previously contributed at TCS for 7 years and Deloitte for 2 years, delivering production-grade systems in collaborative agile environments. Mentored a team of 6 junior engineers, improving sprint velocity by 25%. Reduced cloud infrastructure costs by 28% through reserved instances and right-sizing. Experienced in both greenfield projects and modernizing legacy systems. Proven track record in code reviews, sprint planning, and stakeholder communication.","We are looking for a talented Software Engineer to strengthen our engineering organisation. You will bring 8+ years working with Linux, REST APIs, SQL, Java, Docker, Microservices, Agile, Git. Key responsibilities include system design, code reviews, CI/CD pipeline maintenance, and close collaboration with product managers and designers. You will participate in architectural decisions, write comprehensive unit and integration tests, and champion engineering best practices across the team. Experience with cloud platforms (AWS/GCP/Azure) is strongly preferred. Strong analytical and communication skills are essential. A Bachelor's or Master's degree in Computer Science or a related technical discipline is preferred.","0.8","high"
